2026-02-02 09:53:50.087 GMT [14548] LOG:  starting PostgreSQL 18.0 on x86_64-windows, compiled by msvc-19.44.35217, 64-bit
2026-02-02 10:40:50.167 GMT [19988] STATEMENT:  SELECT "public"."Order"."id", "public"."Order"."type", "public"."Order"."status", "public"."Order"."organizationId", "public"."Order"."contactId", "public"."Order"."userId", "public"."Order"."isVerified", "public"."Order"."verifiedById", "public"."Order"."isLocked", "public"."Order"."totalAmount", "public"."Order"."taxAmount", "public"."Order"."discount", "public"."Order"."notes", "public"."Order"."scope", "public"."Order"."paymentMethod", "public"."Order"."refCode", "public"."Order"."siteId", "public"."Order"."invoicePriceType", "public"."Order"."vatRecoverable", "public"."Order"."createdAt", "public"."Order"."updatedAt" FROM "public"."Order" WHERE "public"."Order"."type" = $1 ORDER BY "public"."Order"."createdAt" DESC OFFSET $2
2026-02-02 10:40:59.505 GMT [19988] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:40:59.505 GMT [19988] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:41:36.595 GMT [34136] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2026-02-02 10:41:36.869 GMT [19784] ERROR:  cannot drop index "Category_name_organization_id_2bc313a0_uniq" because constraint Category_name_organization_id_2bc313a0_uniq on table "Category" requires it
2026-02-02 10:41:36.869 GMT [19784] HINT:  You can drop constraint Category_name_organization_id_2bc313a0_uniq on table "Category" instead.
2026-02-02 10:41:36.869 GMT [19784] STATEMENT:  DROP INDEX "Category_name_organization_id_2bc313a0_uniq"
2026-02-02 10:41:36.874 GMT [19784] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2026-02-02 10:41:44.761 GMT [19988] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:41:44.761 GMT [19988] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:42:04.265 GMT [19988] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:42:04.265 GMT [19988] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:42:12.283 GMT [19988] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:42:12.283 GMT [19988] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:43:51.257 GMT [16036] LOG:  checkpoint starting: time
2026-02-02 10:44:01.961 GMT [16036] LOG:  checkpoint complete: wrote 100 buffers (0.6%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=10.636 s, sync=0.056 s, total=10.705 s; sync files=61, longest=0.004 s, average=0.001 s; distance=698 kB, estimate=4281 kB; lsn=0/1F45EE0, redo lsn=0/1F45E50
2026-02-02 10:48:51.994 GMT [16036] LOG:  checkpoint starting: time
2026-02-02 10:48:54.736 GMT [16036] LOG:  checkpoint complete: wrote 25 buffers (0.2%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=2.709 s, sync=0.019 s, total=2.742 s; sync files=16, longest=0.002 s, average=0.002 s; distance=4 kB, estimate=3854 kB; lsn=0/1F46F88, redo lsn=0/1F46F30
2026-02-02 10:52:50.893 GMT [22876] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:52:50.893 GMT [22876] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:53:51.759 GMT [16036] LOG:  checkpoint starting: time
2026-02-02 10:53:54.277 GMT [16036] LOG:  checkpoint complete: wrote 23 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=2.471 s, sync=0.022 s, total=2.518 s; sync files=14, longest=0.006 s, average=0.002 s; distance=2 kB, estimate=3468 kB; lsn=0/1F47950, redo lsn=0/1F478C0
2026-02-02 10:54:36.074 GMT [22876] ERROR:  column ChartOfAccount.description does not exist at character 108
2026-02-02 10:54:36.074 GMT [22876] STATEMENT:  SELECT "public"."ChartOfAccount"."id", "public"."ChartOfAccount"."code", "public"."ChartOfAccount"."name", "public"."ChartOfAccount"."description", "public"."ChartOfAccount"."type", "public"."ChartOfAccount"."subType", "public"."ChartOfAccount"."isActive", "public"."ChartOfAccount"."organizationId", "public"."ChartOfAccount"."balance", "public"."ChartOfAccount"."balanceOfficial", "public"."ChartOfAccount"."syscohadaCode", "public"."ChartOfAccount"."syscohadaClass", "public"."ChartOfAccount"."isSystemOnly", "public"."ChartOfAccount"."isHidden", "public"."ChartOfAccount"."requiresZeroBalance", "public"."ChartOfAccount"."parentId", "public"."ChartOfAccount"."createdAt", "public"."ChartOfAccount"."updatedAt" FROM "public"."ChartOfAccount" WHERE ("public"."ChartOfAccount"."subType" = $1 OR "public"."ChartOfAccount"."subType" = $2) OFFSET $3
2026-02-02 10:55:35.669 GMT [22876] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:55:35.669 GMT [22876] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:55:42.688 GMT [22876] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:55:42.688 GMT [22876] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:55:48.330 GMT [22876] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:55:48.330 GMT [22876] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:55:57.291 GMT [22876] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:55:57.291 GMT [22876] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:55:58.430 GMT [22876] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:55:58.430 GMT [22876] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:56:49.012 GMT [4304] ERROR:  column ChartOfAccount.description does not exist at character 108
2026-02-02 10:56:49.012 GMT [4304] STATEMENT:  SELECT "public"."ChartOfAccount"."id", "public"."ChartOfAccount"."code", "public"."ChartOfAccount"."name", "public"."ChartOfAccount"."description", "public"."ChartOfAccount"."type", "public"."ChartOfAccount"."subType", "public"."ChartOfAccount"."isActive", "public"."ChartOfAccount"."organizationId", "public"."ChartOfAccount"."balance", "public"."ChartOfAccount"."balanceOfficial", "public"."ChartOfAccount"."syscohadaCode", "public"."ChartOfAccount"."syscohadaClass", "public"."ChartOfAccount"."isSystemOnly", "public"."ChartOfAccount"."isHidden", "public"."ChartOfAccount"."requiresZeroBalance", "public"."ChartOfAccount"."parentId", "public"."ChartOfAccount"."createdAt", "public"."ChartOfAccount"."updatedAt" FROM "public"."ChartOfAccount" WHERE ("public"."ChartOfAccount"."subType" = $1 OR "public"."ChartOfAccount"."subType" = $2) OFFSET $3
2026-02-02 10:57:26.293 GMT [4304] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:57:26.293 GMT [4304] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:57:26.417 GMT [4304] ERROR:  column ChartOfAccount.description does not exist at character 108
2026-02-02 10:57:26.417 GMT [4304] STATEMENT:  SELECT "public"."ChartOfAccount"."id", "public"."ChartOfAccount"."code", "public"."ChartOfAccount"."name", "public"."ChartOfAccount"."description", "public"."ChartOfAccount"."type", "public"."ChartOfAccount"."subType", "public"."ChartOfAccount"."isActive", "public"."ChartOfAccount"."organizationId", "public"."ChartOfAccount"."balance", "public"."ChartOfAccount"."balanceOfficial", "public"."ChartOfAccount"."syscohadaCode", "public"."ChartOfAccount"."syscohadaClass", "public"."ChartOfAccount"."isSystemOnly", "public"."ChartOfAccount"."isHidden", "public"."ChartOfAccount"."requiresZeroBalance", "public"."ChartOfAccount"."parentId", "public"."ChartOfAccount"."createdAt", "public"."ChartOfAccount"."updatedAt" FROM "public"."ChartOfAccount" WHERE ("public"."ChartOfAccount"."subType" = $1 OR "public"."ChartOfAccount"."subType" = $2) OFFSET $3
2026-02-02 10:57:28.167 GMT [4304] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:57:28.167 GMT [4304] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:57:31.909 GMT [4304] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:57:31.909 GMT [4304] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:57:33.023 GMT [4304] ERROR:  column ChartOfAccount.description does not exist at character 108
2026-02-02 10:57:33.023 GMT [4304] STATEMENT:  SELECT "public"."ChartOfAccount"."id", "public"."ChartOfAccount"."code", "public"."ChartOfAccount"."name", "public"."ChartOfAccount"."description", "public"."ChartOfAccount"."type", "public"."ChartOfAccount"."subType", "public"."ChartOfAccount"."isActive", "public"."ChartOfAccount"."organizationId", "public"."ChartOfAccount"."balance", "public"."ChartOfAccount"."balanceOfficial", "public"."ChartOfAccount"."syscohadaCode", "public"."ChartOfAccount"."syscohadaClass", "public"."ChartOfAccount"."isSystemOnly", "public"."ChartOfAccount"."isHidden", "public"."ChartOfAccount"."requiresZeroBalance", "public"."ChartOfAccount"."parentId", "public"."ChartOfAccount"."createdAt", "public"."ChartOfAccount"."updatedAt" FROM "public"."ChartOfAccount" WHERE ("public"."ChartOfAccount"."subType" = $1 OR "public"."ChartOfAccount"."subType" = $2) OFFSET $3
2026-02-02 10:57:33.850 GMT [4304] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:57:33.850 GMT [4304] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:57:45.427 GMT [4304] ERROR:  column ChartOfAccount.description does not exist at character 108
2026-02-02 10:57:45.427 GMT [4304] STATEMENT:  SELECT "public"."ChartOfAccount"."id", "public"."ChartOfAccount"."code", "public"."ChartOfAccount"."name", "public"."ChartOfAccount"."description", "public"."ChartOfAccount"."type", "public"."ChartOfAccount"."subType", "public"."ChartOfAccount"."isActive", "public"."ChartOfAccount"."organizationId", "public"."ChartOfAccount"."balance", "public"."ChartOfAccount"."balanceOfficial", "public"."ChartOfAccount"."syscohadaCode", "public"."ChartOfAccount"."syscohadaClass", "public"."ChartOfAccount"."isSystemOnly", "public"."ChartOfAccount"."isHidden", "public"."ChartOfAccount"."requiresZeroBalance", "public"."ChartOfAccount"."parentId", "public"."ChartOfAccount"."createdAt", "public"."ChartOfAccount"."updatedAt" FROM "public"."ChartOfAccount" WHERE ("public"."ChartOfAccount"."subType" = $1 OR "public"."ChartOfAccount"."subType" = $2) OFFSET $3
2026-02-02 10:57:46.263 GMT [4304] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:57:46.263 GMT [4304] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:57:47.096 GMT [4304] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:57:47.096 GMT [4304] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:57:51.751 GMT [4304] ERROR:  column ChartOfAccount.description does not exist at character 108
2026-02-02 10:57:51.751 GMT [4304] STATEMENT:  SELECT "public"."ChartOfAccount"."id", "public"."ChartOfAccount"."code", "public"."ChartOfAccount"."name", "public"."ChartOfAccount"."description", "public"."ChartOfAccount"."type", "public"."ChartOfAccount"."subType", "public"."ChartOfAccount"."isActive", "public"."ChartOfAccount"."organizationId", "public"."ChartOfAccount"."balance", "public"."ChartOfAccount"."balanceOfficial", "public"."ChartOfAccount"."syscohadaCode", "public"."ChartOfAccount"."syscohadaClass", "public"."ChartOfAccount"."isSystemOnly", "public"."ChartOfAccount"."isHidden", "public"."ChartOfAccount"."requiresZeroBalance", "public"."ChartOfAccount"."parentId", "public"."ChartOfAccount"."createdAt", "public"."ChartOfAccount"."updatedAt" FROM "public"."ChartOfAccount" WHERE ("public"."ChartOfAccount"."subType" = $1 OR "public"."ChartOfAccount"."subType" = $2) OFFSET $3
2026-02-02 10:57:52.004 GMT [4304] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:57:52.004 GMT [4304] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:57:52.809 GMT [4304] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 10:57:52.809 GMT [4304] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 10:59:26.456 GMT [4304] ERROR:  column ChartOfAccount.description does not exist at character 108
2026-02-02 10:59:26.456 GMT [4304] STATEMENT:  SELECT "public"."ChartOfAccount"."id", "public"."ChartOfAccount"."code", "public"."ChartOfAccount"."name", "public"."ChartOfAccount"."description", "public"."ChartOfAccount"."type", "public"."ChartOfAccount"."subType", "public"."ChartOfAccount"."isActive", "public"."ChartOfAccount"."organizationId", "public"."ChartOfAccount"."balance", "public"."ChartOfAccount"."balanceOfficial", "public"."ChartOfAccount"."syscohadaCode", "public"."ChartOfAccount"."syscohadaClass", "public"."ChartOfAccount"."isSystemOnly", "public"."ChartOfAccount"."isHidden", "public"."ChartOfAccount"."requiresZeroBalance", "public"."ChartOfAccount"."parentId", "public"."ChartOfAccount"."createdAt", "public"."ChartOfAccount"."updatedAt" FROM "public"."ChartOfAccount" WHERE ("public"."ChartOfAccount"."subType" = $1 OR "public"."ChartOfAccount"."subType" = $2) OFFSET $3
2026-02-02 11:01:12.422 GMT [4304] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 11:01:12.422 GMT [4304] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 11:01:13.571 GMT [4304] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 11:01:13.571 GMT [4304] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 11:01:38.084 GMT [32608] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 11:01:38.084 GMT [32608] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 11:01:39.457 GMT [32608] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 11:01:39.457 GMT [32608] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 11:02:12.179 GMT [32608] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 11:02:12.179 GMT [32608] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 11:02:13.694 GMT [32608] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 11:02:13.694 GMT [32608] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 11:02:39.362 GMT [32608] ERROR:  column ChartOfAccount.description does not exist at character 108
2026-02-02 11:02:39.362 GMT [32608] STATEMENT:  SELECT "public"."ChartOfAccount"."id", "public"."ChartOfAccount"."code", "public"."ChartOfAccount"."name", "public"."ChartOfAccount"."description", "public"."ChartOfAccount"."type", "public"."ChartOfAccount"."subType", "public"."ChartOfAccount"."isActive", "public"."ChartOfAccount"."organizationId", "public"."ChartOfAccount"."balance", "public"."ChartOfAccount"."balanceOfficial", "public"."ChartOfAccount"."syscohadaCode", "public"."ChartOfAccount"."syscohadaClass", "public"."ChartOfAccount"."isSystemOnly", "public"."ChartOfAccount"."isHidden", "public"."ChartOfAccount"."requiresZeroBalance", "public"."ChartOfAccount"."parentId", "public"."ChartOfAccount"."createdAt", "public"."ChartOfAccount"."updatedAt" FROM "public"."ChartOfAccount" WHERE ("public"."ChartOfAccount"."subType" = $1 OR "public"."ChartOfAccount"."subType" = $2) OFFSET $3
2026-02-02 11:03:23.730 GMT [32608] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 11:03:23.730 GMT [32608] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 11:03:24.749 GMT [32608] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 11:03:24.749 GMT [32608] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 11:03:31.597 GMT [32608] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 11:03:31.597 GMT [32608] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 11:03:33.019 GMT [32608] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 11:03:33.019 GMT [32608] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 11:03:51.330 GMT [16036] LOG:  checkpoint starting: time
2026-02-02 11:03:51.459 GMT [16036] LOG:  checkpoint complete: wrote 1 buffers (0.0%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=0.105 s, sync=0.005 s, total=0.129 s; sync files=2, longest=0.004 s, average=0.003 s; distance=1 kB, estimate=3122 kB; lsn=0/1F47DF8, redo lsn=0/1F47DA0
2026-02-02 11:08:51.473 GMT [16036] LOG:  checkpoint starting: time
2026-02-02 11:08:55.327 GMT [16036] LOG:  checkpoint complete: wrote 35 buffers (0.2%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=3.781 s, sync=0.061 s, total=3.855 s; sync files=29, longest=0.012 s, average=0.003 s; distance=159 kB, estimate=2825 kB; lsn=0/1F6FDF0, redo lsn=0/1F6FD60
2026-02-02 11:10:09.084 GMT [35424] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 11:10:09.084 GMT [35424] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 11:10:09.885 GMT [35424] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 11:10:09.885 GMT [35424] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 11:11:39.599 GMT [35424] ERROR:  column ChartOfAccount.subType does not exist at character 183
2026-02-02 11:11:39.599 GMT [35424] HINT:  Perhaps you meant to reference the column "ChartOfAccount.sub_type".
2026-02-02 11:11:39.599 GMT [35424] STATEMENT:  SELECT "public"."ChartOfAccount"."id", "public"."ChartOfAccount"."code", "public"."ChartOfAccount"."name", "public"."ChartOfAccount"."description", "public"."ChartOfAccount"."type", "public"."ChartOfAccount"."subType", "public"."ChartOfAccount"."isActive", "public"."ChartOfAccount"."organizationId", "public"."ChartOfAccount"."balance", "public"."ChartOfAccount"."balanceOfficial", "public"."ChartOfAccount"."syscohadaCode", "public"."ChartOfAccount"."syscohadaClass", "public"."ChartOfAccount"."isSystemOnly", "public"."ChartOfAccount"."isHidden", "public"."ChartOfAccount"."requiresZeroBalance", "public"."ChartOfAccount"."parentId", "public"."ChartOfAccount"."createdAt", "public"."ChartOfAccount"."updatedAt" FROM "public"."ChartOfAccount" WHERE ("public"."ChartOfAccount"."code" = $1 AND "public"."ChartOfAccount"."organizationId" = $2) LIMIT $3 OFFSET $4
2026-02-02 11:14:21.148 GMT [20044] ERROR:  relation "public.Order" does not exist at character 76
2026-02-02 11:14:21.148 GMT [20044] STATEMENT:  SELECT SUM("totalAmount") FROM (SELECT "public"."Order"."totalAmount" FROM "public"."Order" WHERE ("public"."Order"."type" = $1 AND "public"."Order"."status" = $2) OFFSET $3) AS "sub"
2026-02-02 11:14:28.828 GMT [20044] ERROR:  column Product.organizationId does not exist at character 150
